ID	target	implied_statement
888863183250878464	Missourians and immigrants	Missourians have low IQ due to immigrants
919046573409136641	white people	White people should be able to segregate.
906616097733935232	impossible to determine without more information or context	It seems to imply that someone / some group does not know how to read or is illiterate.
927617252278579200	lesbian	Lesbian look ugly.
174302630485561344	Islamic people	Islamic people are dangerous.
225715400665595904	non-white people	non-white people are less valuable than white people
898655540267667457	white people	White people need to fight for their rights.
928671596562169728	Muslims	Muslims are causing mass immigration.
901463524408532994	non-white people	non-white people are inferior
281099799686705152	people in Chicago	People in Chicago are violent.
930883056788844545	Right-Wing Whites	Right-Wing Whites are violent
461956730587336704	Jewish people	Jewish people are racists and rich
859188288128733184	Immigrants	Immigrants should be deported
937152742404919296	non-white people	non-white people are oppressors
778505242904330240	Muslims	Muslims are dangerous and must be exposed
825532331679158272	Whites	Whites are a societal problem.
607254894970441728	Muslims	Muslims spread Harm through their religion
370480874740916224	white people	White people belong in Estonia.
917575477027622913	White men	White men are degenerate bigots
770007459448647684	Jews	Jews don't like white people.
838777129030537216	Immigrants	Immigrants should be deported
909377228319936256	Immigrants	Immigrants should be deported
930415900074938368	Minorities	Minorities are hypocritical
946860039591120768	Immigrants	Implying that immigrants are invaders.
901016139219816449	black people	Black people are violent.
534443781471617025	white people	White people are in the KKK.
875153173006217216	No specific group	See above
839300775079784450	Whites	Whites use power to keep others down
867589439861772289	white people	People should listen to white people.
GAB_20943	Immigrants	Immigrants have to die nuked
946468541796110338	Muslims	Muslims are dangerous
753668802416705536	religious people	religious people are not masculine
847646936899264512	Jews	Jews run the world.
834112784019251200	Arabs	Arabs do forced weddings and mutilate genitals of females.
820694435566600192	Minorities	Minorities push whites out of society
787423559123468288	Jews	Jews are selfish
251413195300958208	Muslims	Muslims are hateful
814146001816559616	Jews	Jews hate whites
482388282639007744	Muslims	Muslims kidnap Kurds.
434834575231950848	not specified	the group is violent.
668190992319778816	Muslims	Muslims use aggression and intimidation to get their way.
914986873474269185	Progressives	Progressives hate whites
571161617028796416	White conservatives	White conservatives hate the white race.
744742579401539584	Muslims	Muslims are inferior
839900115947163649	liberals	liberals hate white people
885117102809649153	conservatives	Conservatives have no backbone.
848565216019226624	white people	White people harbor hate.
739879875583062016	Jews	Jews oppose whites.
736277780141346816	No specific group	This person may get harmed if they continue what made this person angry.
911666443187503104	Jews	Jews are priveleged.
312368079789244416	Gays	Gays are second class citizens.
923907114187313154	Minorities	Minorities are against whites
868633716565958656	Liberals	Liberals are stupid.
901228593992396800	No specific group	Run someone over with a car
925912902032351232	People of color	People of color claim racism whenever they do anything wrong
690644605080068096	whites	Whites need Jews to lead them.
794117099773919232	Immigrants	Immigrants are animals
712770470379184128	white people	White people are in danger.
894253650574532609	Minorities	Minorities exclude whites
287054213660438528	Black people	Black people are inferior to white people and asian people
866681267538022400	Islamists	Islamists must be expelled from the country
914566154596884480	Blacks	Blacks are against whites.
940745089835466758	White people	White people stick together against other races
GAB_7563	Immigrants	Immigrants should die
868322854286352384	north people	People from north would be beaten.
427756165859012608	Immigrants	Immigrants are illegal and should not occupy the work space of a citizen of the country
430493895672086528	Arabians	Arabians are racist.
854147325199036416	Immigrants	Immigrants should be deported
901151904746672128	white people	White people are racist.
595822639823900672	Muslims	Muslims are violent.
845979346271547520	White women	who associate with black men only do so for token reasons.
862018317678235648	white people	White people are special.
941821777520443392	Black people	Black people are irresponsible
770787993879740416	Immigrants	Immigrants are inferior
357981729505546241	Minorities	Minorities commit violent crime.
822254073252630528	immigrants	Immigrants are here illegally
844317519204794369	white people	White people deserve a good future.
501027774665359360	white people	White people think they are superior.
792757879249965056	immigrants	Immigrants are dangerous.
943239661152899072	Immigrants	Immigrants are criminals
871352898575376387	Muslims	Muslims are terrorists.
924666669951344641	white people	White people are bad.
594234607496667136	Democrats	Democrats are racist.
845657655582638080	Society	Society system is bad.
814321864835116928	Immigrants	Immigrants should be drowned
846178561429975042	Jews	Jews experience anti-semitism
905079941338988545	white people	White people are inspiring.
922514708720123904	Minorities	Minorities are subpar human beings
519633469819719680	White people	White people are declining in England
905592343977496320	Immigrants	Immigrants are profiteers of resources and must be expelled
854478987959119872	White people	White people are superior
GAB_10837	Immigrants	Immigrants are subversive
855071356056203264	Jews	Jews are not white
946530913239699328	Immigrants	Immigrants are bad for the country
303825221763350528	Muslims	Muslims are violent
924319698547720192	Minorities	Minorities are low-grade human beings
776538501798060032	White people	White people are racist against other white people
901260614521114625	Minorities	Minorities are racist
762725424048865280	non-white people	non-white people are inferior
899459581314822144	Leftists	Leftists are anti-white
811971084689936384	immigrants	Immigrants should be stopped from crossing the border.
938516071782502401	Liberals	Liberals turn on their own kind.
901122700701188096	Minorities	Minorities are substandard races
576002491554381824	Cops	Cops are racists
662003960614490112	Minorities	Minorities are inferior.
510158862507581440	old white people	Old white people are hateful.
813552730677526528	Muslims	Muslims are disgusting
919885480023470080	Muslims	Muslims are sensitive.
796568626463576064	Black people	Black people are criminals
548597704419729408	Immigrants	Immigrants are pushing out whites.
923257752167878658	Liberals	Liberals are against the white race
725380978437292032	Immigrants	Immigrants are invading America
910288178946428928	Immigrants	Immigrants are inferior
824742873711071232	Latino folks	Latino people are dangerous
895648068246351876	Muslims	Muslims are violent
904249622851227520	Black folks	Black people are ignorant
901108389119504385	Minorities	Minorities are subpar humans
901237911223504896	Non-whites	Non-whites stalks Whites.
451448720194678785	Jews	Jews are criminals
606679381512220672	Conservatives	Conservatives blame others for their own gain.
944640611667263488	Non-christians	Non-christians are dishonest
880271003456110593	whites	anti-white
903695189012873217	Older people	Older people sponge off of society.
823289470145347584	not specified	the group want to shoot people.
919625345485164544	Immigrants	Immigrants want to displace whites
106824616961507329	black people	Black people are races.
911763144489488384	Not specified	the group should be thrown away.
760477712268009472	white people	White people are hateful.
486180827240230912	Muslims	Muslims are liars
898412325820026880	non-whites	Non-whites are bad people.
941266095255801856	Progressives	Progressives advocate for blacks taking over.
692385567800172544	Muslims	Muslims are racist
944135073888133121	white liberals	white liberals are elitist
705854764643274752	Christians	Christians hate gay people.
594711825301680129	white people	White people need to be saved.
639447150422806528	white people	White people are hateful.
6424981541	Illegals	Illegals don't contribute to society.
916780173726449664	Immigrants	Immigrants should be kept out of usa.
943021673292242944	Immigrants	Immigrants are criminals
757686110000734208	msulims	muslims kill
814164493571866628	Jews	Jews can't be trusted
376519900082499584	Asian folks	Asian people must be controlled to prevent the spread of the virus
867490635460353920	Muslim	The fault of Muslim immigrants lies solely with Muslims
669074062862368768	Indian folks	Indian folks are pigs
897643332972760960	Immigrants	Immigrants should be killed
930637279814701056	White women	White women are inferior
916014469360128001	Illegals	Illegals should go back to their country.
782601733709008898	Progressive journalists	Progressive journalists are anti-white
775144760780595200	black folks	Black people are useless
842409035710255104	white people	White people are dying out.
847894468116307969	white women	White women are hateful.
885503288979750912	Immigrants	Immigrants degrade society
930649017809342464	immigrants	Immigrants drag down the country.
885539242344149120	illegals	illegals are criminals
918277644751290368	Indians	Indians are bad.
GAB_9660	Immigrants	Immigrants should be killed
847896302302224385	white people	white people are evil
883697665732624384	Liberals	Liberals support Muslim oppressors
913889733964529664	black people	Black people hate Asians.
765473974335729664	Not specified	The group hate change and are spreading misery.
882301946253717505	whites	whites are racists
170202023323648000	Minorities	Minorities hold whites to a double standard.
700453062981373952	immigrants	immigrants are unemployable
868972883846082561	women	women cheat on their husbands
658246724293554176	White people	White people are at war with other races
903261496804868096	Immigrants	Immigrants should be deported
854848885193396224	Immigrants	Illegal immigrants should be deported.
799553700935176192	Muslims	Muslims are dangerous.
863661260994260992	Immigrants	Immigrants should stay out of America
796456975575830528	Immigrants	Immigrants are unable to survive
909443053496225797	white people	White people are at war.
789069857736232960	Jews	Jews hate white people.
615314543330263040	Jews	Jewish people are bad.
813466374223765504	Liberals	Liberals want to end the white race.
922573541555429376	liberals	liberals are racist against white people.
945132880056827904	non-white people	non-white people are criminals
774699815657582592	Blacks	Blacks want whites to be killed
934194898202431488	Minorities	Minorities destroy and ruin communities.
854710830025199616	Rancids	Rancids are deplorable.
399273994601250817	Capitalists	Capitalists are placing the white race in jeopardy.
424861502571831296	Minorities	Minorities hate whites.
750831875787075584	journalists	Journalists don't like white people.
591453503819767808	Minorities	Minorities are sub-human.
725567014341746688	Jews	Jews are enemies of white people
724662488135020544	Whites	Whites play racist political games.
552172482854387712	white people	white people are blamed.
943132453702684672	Liberals	Liberals are perverted.
899260357859999744	non-whites	Non-whites want to kill white people.
838073052919365632	Jews	Jews are inferior to whites.
691630939844300802	whites	racism towards whites
657965042629918721	Conservative whites	Conservative whites hate jews
926556661736726528	white people	White people live in the best areas.
835492610382970881	Jews	Jews look like white people.
900442138978242561	Minorities	Minorities are trying to take over.
837078667763322880	illegal immigrants	illegal immigrants shouldn't use American resources
835160211795013633	Whites	Whites are racists
854898380325007360	Mexicans	Mexicans are liars
767944264638664704	American Gun Owner	American Gun Owner should use their guns.
729442997264257024	Immigrants	Immigrants are all illegal and should be deported
924044847446507521	Minorities	Minorities are subpar people
903475908564066305	whites	whites are smeared with hate speech
316312120541208577	black people	Black people are thugs.
888776347878920193	Muslims	Muslims are killers.
791723132004564992	immigrants	Immigrants stop citizens from getting jobs.
933204970748502016	Immigrants	The stereotype that Mexicans and others immigrants should pay for the wall.
537088370024153088	White people	White people are evil
938479881909932032	Immigrants	Immigrants are dumb
907433113193730048	Politicians	Politicians are liars
904928042119782404	Minorities	Minorities are communists
894764535310974976	white people	White people can do more than Mexicans.
946218363293806593	Minorities	Minorities are substandard.
853628552620756993	Progressives	Progressives are against the white race.
926983996533243904	white people	White people talk funny.
858925887814872960	Muslims	Muslims are violent
898567516724899842	Minorities	Minorities oppose whites
350249929324773379	Muslims	Muslims promote violence
705797087640887297	non-white people	non-white people are a threat
815819351836139520	Jews	Jews are privileged
928344833449656320	Conservative men	Conservative men are weak and feminine
874986523124539520	Terrorists	Terrorists dont deserve a funeral and should be fed to crows
880874899979612165	White men	White men are being blamed for all ills
915543108166729728	Minorities	Minorities are menial.
888867415232192513	Black folks	Blacks cause a majority of violence in the United States
256490032091774976	French people	French people are not white
914578887841107968	white people	White people need to beat the Asians.
810871114914234372	Chinese people	Chinese people are annoying.
787643055331504128	non-white people	non-white people dilute the gene pool
895478584038391808	White people	White people are white supremacists
929792904427655168	Immigrants	Immigrants are criminals
756555385138515969	Jews	Jews are not a religion
929345993094647808	whites	whites have privilege
882462848139620352	Immigrants	Immigrants will end cities.
591884362947276800	Blacks	Blacks are inferior to whites
853644999870873600	White folks	Racial pride is pathetic
360157325534834688	Black folks	Black people should not reproduce
925760034750980096	non-white people	non-white people are inferior
818589668111286273	whites	whites are against minorities
904331109814566912	white people	White people are in danger.
907417515269267457	non-white people	non-white people are wrong
916944251635752960	Whites and Blacks	Whites and Blacks are ignorant
586848682022150144	black people	Black people are dangerous.
801289655736041472	Minorities	Minorities have no family values.
549964179407646720	White people, protestants	White people and protestants are evil and not welcoming to jewish people or catholic people
826188089404030977	democrats	Democrats are killers.
903643412926222336	Minorities	Minorities are inferior.
830067009543143425	Jews	Jews are conniving and racist
523931025295282177	Minorities	Minorities want to wipe out whites
853346243254288384	Immigrants	Immigrants are like animals
847924960630906881	white people	White people are better than others.
272485187521241089	Blacks	Blacks are inferior
768907700050726913	Blacks	Blacks are racist.
288499423737171968	black folks	black folks are inferior to white folks.
709780332770250752	Women	Women are fighting too much for their cause.
858065610793566209	Muslims	Muslims are substandard
824976390424510464	Jews	Jews don't like white people.
431547556246474753	Progressives	Progressives are against whites
526098701568053248	Muslims	Muslims advocate for violence.
688533406263709696	Minorities	Minorities have decimated poor white society.
853675663819251712	muslims	Muslims are dumb
734439535652839424	Minorities	Minorities want to tear down the white race
282834793413087232	Minorities	Minorities are against whites
939993092937023488	antifa	Antifa hates white people.
356239503477850112	black folks	Black folks don't deserve to be helped.
212398843915018241	white people	White people need to support other white people.
549810416738893825	Blacks	Blacks demonize whites
909781817615683590	cops	Cops kill white people.
728645539592429568	white people	White people don't like non-white people.
642130941461196801	conservatives	Conservatives are stupid.
431129350927167488	Jews	Jews are creating their own world order
851875414830133249	Immigrants	Immigrants are destroying America
947151243562033280	Muslims	Muslims invade other cultures and ruin them
671768228994162689	Minorities	Minorities are less than whites
861616727779442560	Immigrants	Immigrants are not intelligent
865997326090989568	Liberals	Liberals try to control others.
899223575428726784	Black folks	Black people should not reproduce
905889099021778944	Jews	Jews are given special privilege
930898077522841602	Liberals	Liberals are against the white race
814994547549708288	Progressives	Progressives want to see the white race ended.
385067865021636608	Muslims	Muslims are rapists
896245326302064641	White people	White people think they are special.
315645649590829057	People of color	People of color are inferior to white people
837770259155283840	Men	Men should be imprisoned
867047186944622592	Jews	Jews are devious
777386111450615808	media	The media doesn't know what is going on?
912994476435677184	whites	whites are racists
847894461384359808	Muslims	should be deported.
661804731631726592	Muslims	Muslims are taliban.
676829866600366080	non-whites	Non-whites don't like white people.
623300092003504129	Muslims	Muslims don't belong in the white house.
636714039901491200	Whites	Whites are racists.
912423506318581760	Illegals	Illegals are dangerous criminals
816360007251951616	White folks	White folks destroyed the planet.
269940793773547520	white liberal women	white liberal women are disposable
874642926407753729	Europeans	Europeans don't like white people and Christians.
881988164444966912	Immigrants	Immigrants are dangerous
84140022994968576	Minorities	Minorities want to annihilate the white race.
710916461947125760	white rich people	White rich people are racist.
593152122268422144	white folks	anti-white racists
926151574967242880	muslims	The faith of muslims is based on barbarity and primitive ethics
755856176332627968	White people	White people are superior to other races
900825991559426050	black people	Black people are killed more than white people.
470190657513226241	Minorities	Minorities kill whites
530095896164597761	Southern whites	Southern whites are weak
895119681354436608	Immigrants	Immigrants are rubbish of people and have low IQ because they are not of Western culture
909264745034846208	immigrants	immigrants should be sent to undesirable locations to make their life even harder
891395649962467329	Conservatives	Conservatives are ignorant
871432330556067840	Idealists	Idealists are violent terrorists
913812173230616320	Immigrants	Immigrants should be deported
799057432676810752	white people	White people think they are better than others.
861281762852438018	USA	USA murders non-white people
136071776882016256	Muslims	Muslims are hateful.
922681988259119105	non-white people	non-white people are duplicitous
939674857574424576	Liberals	Liberals are destroying the country
861300917743882240	Immigrants	Immigrants should be killed
703986245672677376	white people	White people are superior.
855207746337157121	Blacks	Blacks rape whites
844582294950170624	Asian folks	Asian people are annoying
905484768619450368	Minorities	Minorities promote white guilt
917934671777984513	white people	White people are evil.
717622758604218368	Muslims	Muslims are devious
945548199854596096	Muslims	Implying that muslims are not civilized people
843185497975472131	LGBTQ people	LGBTQ people are not normal
742235779938680832	Jews	Jews are serial killers.
694178221567381504	Black muslims	Black muslims are violent racists
510425204435075072	Muslims	Muslims are murdering criminals.
901302837736386560	white people	White people are dying out.
916770402352865280	Jewish people	Jewish people work for Twitter.
913090398888824832	White conservatives	White conservatives are racists
936518905895575552	white people	White people are evil.
286995761617575936	Minorities	Minorities are trying to wipe out whites
936777621290938368	Illegal Immigrants	Illegal immigrants should be reported and kicked out.
904757181953609728	Progressives	Progressives are ignorant
591385777050812416	Jews	Jews use money to manipulate others
552916875047620608	Blacks	Blacks victimize whites
896768511275524096	Progressives	Progressives are against whites
681531703001624576	Muslims	Muslims don't want to be involved with non-Muslims
222400276999585792	Swedans	Swedish are ideologists
897246561717166081	white people	White people hate white people.
833065864391847936	refugees	Refugees are bad.
741275808593895424	Minorities	Minorities are lower races of people.
914771901200896000	Jews	Jews are weak.
688065099706155008	Jews	Jews are always starting trouble with other races.
861289419315261441	Minorities	Minorities are inferior
758849045204873216	white people	White people are superior.
923656443764596743	white people	White people are important.
611194864970145793	Black and white people	Black and white people hate each other
692092097516580864	Muslims	Islam is not a race
753224743126462465	Muslims	Muslims want to wage war on the world.
631266534342590464	Jews	Jews are stingy
508988222270357505	black people	Black people make white people uncomfortable.
709086402689015808	Male conservatives	Male conservatives are weak and feeble.
924345113941299200	Minorities	Minorities are inferior.
734017669188493312	white men	White men don't matter.
880940255708413952	Blacks	Blacks commit all the rapes
841705329318596612	Minorities	Minorities have taken over government.
915434064341032832	Black folks	Black people are stupid
280870057591054337	Muslims	Muslims are terrorists
458792846116388864	Minorities	Minorities are weaker races
534557612079980544	Minorities	Minorities are subpar races
395323789749141504	whites	Whites belong in the USA.
921228227946745856	white people	White people have laws made for them.
202398453018542080	Immigrants	Immigrants should be deported
917911668792930304	Minorities	Minorities promote hatred.
647503012890439680	white people	White people are privileged.
900555152821714944	Immigrants	Immigrants illegal should not have any rights.
891412768443727875	white people	White people are becoming the minority.
376122461449764864	Minorities	Minorities want to kill whites.
899239781644869632	criminals	crminals are drunken and drug addicts
754076372763631616	Muslims	Muslims are terrorists
830115170181586944	immigrants	Immigrants are criminals
918913249193709568	Progressives	Progressives are unintelligent and weak
724726680175148928	Illegal immigrants	"Illegal immigrants don't do it the ""right way"""
825282133828714496	normal folks	normal folks are declining
822501251610972160	Minorities	Minorities exclude whites
305042161638965248	latino folks	Latinos are gang members
927579468977147904	Jewish people	Jewish people hate white people.
288007082148503554	white people	White people benefit society.
868270802961125248	Christians	Christians are degenerates
831514652425101312	Immigrants	Immigrants should be deported
917178286714818560	these folks	more violent group
626078020307144704	Blacks	Blacks are violent criminals.
904384161212809216	Muslims	Muslims are savages.
808866873492127744	white folks	whites feel racism toward them
905440597950963456	Immigrants	Immigrants should be deported
659134227116597249	white people	White people are dying out.
900431144801402880	Jews	Jews are dishonest
878749402189500416	Immigrants	Immigrants are inferior.
815507993785601920	Muslins	Muslims are all terrorists.
828761621170421760	Immigrants	Immigrants have to build the wall
803765616817610752	Minorities	Minorities are substandard
639206286874267648	Black people	Black people are violent
643384978483625984	Middle east people	middle east people are bad for the world.
872892328477949952	white people	White people are being killed.
469471776318455808	Muslims	Muslims are criminals
945414736266399744	Progressive whites	Progressive whites are prejudiced.
501152231954317312	white people	White people are easily controlled.
737854786943340544	Minorities	Minorities are less than whites.
893838911956451328	illegal aliens	Illegal aliens shouldn't be in the country.
918927636490993664	Blacks	Blacks are inferior.
306960113858670594	Minorities	Minorities are subpar to whites.
922796746497019904	black lives matter supporters	Black Lives Matter supporters are racist.
880883225018720128	Illegal immigrants	Illegal immigrants don't belong here
479015447078391808	illegal aliens	illegal aliens are getting driving licenses to get amnesty
840719744495976448	Minorities	Minorities are liars.
289334364695842816	Liberals	Liberals abhor whites
726128316084838400	Latinos	Latinos in the US are not patriotic
446852122064068608	Political criminals	Political criminal don't deserve asylum
486892952443027458	Jews	Jews are inferior
943144651573383170	Muslims	Muslims are bullies.
551455992693948416	Muslims	Muslims are evil
942252259429072896	Muslims	Muslims are barbaric
845038951412903808	Illegal immigrants	Illegal immigrants are criminals
909849297323249670	Black people	Black people want to take money from white people
831151766402068480	non-white people	non-white people are enemies
901850183494885376	Jews	Jews control the world
848291240496025600	Muslims	Muslims are stupid
868061667648823296	Immigrants	Immigrants are illegal.
892377050752798720	Dwarves	People with dwarfism will work for anyone
595294162343321600	Minorities	"Minorities are waging a ""race war"" against whites"
916513767688720384	Black people	Black people are primitive
522251073986109440	Blacks	Blacks are dumb
705112094505639936	immigrants	immigrants are leeches on society and should be deported
844965722593865728	Islamists	Islamists create cruel people.
780036664336982016	Jews	Jews don't like white people.
807666445505138688	whites	Whites are better than other races
842413270803832832	Blacks	Blacks are annihilating white culture
833835983552512002	Gays	Gays are abnormal
901221679048871936	Progressives	Progressives are anti-white
891665743426625408	Millenials	Millenials are soft.
431550469291249664	Immigrants	Immigrants receive too much welfare
772715756979093504	not specified	the group is poor.
692916945159602176	Black people	Black people are monkeys that force people out of their homes
756596935574683520	Mualims	Muslims are irrational and conservative
819268147408752640	Muslims	Muslims are terrorists
560658222433185797	Muslims	Muslims hate Jews
760609391561232384	Black people	Black people are animals
745834690075066371	Immigrants	Immigrants want to take over
913247839660130432	Immigrants	Immigrants should be deported
162579887813697536	Jews	Jews deny their heritage
556893825218531328	Muslims	Muslims want to conquer the white race
600274251132903424	Immigrants	Immigrants are ignorant
458596138963070976	Islamic people	Islamic people are harmful.
674818058066636800	Jews	Jews don't like white people.
919728004724547585	Whites	Whites are criminals.
677161475417497600	Muslims	Muslims are manipulative
903155639286935552	Muslim people	Muslim people want to take over America
826274608886210561	white people	White people ruin everything.
309637336621252608	immigrants	immigrants are invaders
837105673691414528	white people	White people are corrupt.
855848690409517056	white people	White people are dying out.
680542811209338880	Muslim children	Muslim children are taught to hate.
733337730080509952	white people	White people are taking over.
890053516689014784	immigrants	Immigrants are useless
840811701964545920	Not specified	The group are evil and should die.
897143774073298944	white people	White people are racists.
919591346972872704	Minorities	Minorities are third class peoples.
784180030456799232	White people	White people are dying out.
505490295136714752	Non-Muslims	Non Muslims are racists
583161900499877888	cross-straddlers	Cross-straddlers are not smart.
868677646758145920	immigrants	immigrants cause wages to plummet for the average citizen
901425832966578176	non-white people	non-white people are oppressors
233628826721193984	Jews	Jews hate white people.
847939981998006273	Minorities	Minorities disparage whites
895825804793225218	whites	whites are becoming the minority
698557588447870976	Minorities	Minorities have pushed whites aside.
906507397824499456	Immigrants	Immigrants are easy to find because of their stereotyped characteristics.
931155823585316864	Blacks	Blacks are hypocrites
888865573987397632	non-white people	non-white people dilute the gene pool
755755820982206465	people of color	People of color want to rape white women.
584113799487234051	white people	White people are proud of their heritage.
825431073945366529	Jews	Jews are hypocrites
817184078017548289	anti-whites	Anti-whites are hypocritical.
356114747428569088	Black Folks	Black Folks burn White Communities
283967132394475520	Minorities	Minorities are controlling
751457462604034048	White people	White people are superior to other races
859838053787082755	non-white people	non-white people are culture destroyers
689178349726466048	Mexicans	Mexicans take people's jobs.
900150891013185408	Illegal immigrants	Illegal immigrants should stay out
762845240441004032	People who wear glasses.	Nobody should wear glasses.
234053159083970561	white people	White people are good.
888122364029919233	jewish people	Jewish people are inferior to white people.
790756050748055554	Muslims	Muslims think white people are slaves.
903590827800358913	white people	White people are hateful.
761329324293255168	Minorities	Minorities are subpar races.
880144131787550720	immigrants	Immigrants need to leave the US.
404682166048530433	Black people	Black people are violent
279568529672523776	non-white people	non-white people are oppressors
873739311102935040	atheist	atheist want to rule over people.
912653139605577728	Jews	Jews are substandard
460486471204741122	Islamic people	Islamic people are terrorists.
708391679066120192	Gay folks	Gay people should be killed
901986300768784388	America	America is European.
741299355009847296	Minorities	Minorities dismiss white's rights.
729670931140878208	Muslims	Islam should be removed like nazism
763034215956877312	Heterosexual white men	Heterosexual white men are use others for their own purposes
905289566894116866	whites	whites are racists
915959845173395456	white people	White people belong in the US>
555413266508177409	Illegals	Illegals are second class world citizens.
211158042836860928	Jews	Jews hate all non-jews.
519298557711360000	white people	White people are dying out.
750552425388441601	kkk	The KKK is helpful.
739910624428183552	White people	White people are racists
903025140258271234	Muslims	Muslims promote hatred
743601695070920704	Progressives	Progressives are dishonest and devious.
781341085876440960	Illegal Immigrants	Illegal Immigrants are sick and spread diseases
643505308946534402	Muslims	Muslims are hateful
613132343201660929	Blacks	Blacks are violent criminals
678489274220593153	Muslims	Muslims are racist.
884986913110863872	Jews	Jews don't like Christians.
833849107399708672	Jews	Jews are deceitful
671903782058504193	Minorities	Minorities destroy the white race
505162969647681538	Illegal immigrants	Illegal immigrants are trying to take over.
706428535582433280	Minorities	Minorities are wiping out whites
907962370118561792	Minorities	Minorities are primitive
84204726459187200	Minorities	Minorities will eliminate white people
691243008176570369	white people	White people are helped by Trump.
GAB_8871	Mexican folks	Mexicans are murderers of journalists
867119594489741312	Illegal immigrants	Illegal immigrants should get deported
884139772423184384	white people	White people always assume things.
919194617345662976	white people	White people are great.
846988452226912257	White people	America belongs to white people
829716380786237441	jews	jews are inferior
923622029776920576	Minorities	Minorities are less than whites
868818761201090560	white people in South Africa	White people in South Africa are in danger.
807687555059548162	White people	White people are terrorists
942800444954361728	Immigrants	Immigrants should be deported
852426514565963648	Immigrants	Immigrants should be deported
803761267316035584	Blacks	Blacks are substandard.
893217769298251776	Whites	Whites believe they are superior.
915085766140813312	non-white people	non-white people are not American
917855294276845569	non-white people	non-white people are subservient
942773062302359553	white people	White people hate other white people.
855017743309058048	non-white people	non-white people are rapists
766468262104297472	Color people.	People of color are inferior.
353630466055745536	Muslims	Muslims are racist murderers.
946404320274239488	Minorities	Minorities are selfish.
301823977981083650	Illegals	Illegals are criminals.
873874390487846912	immigrants	Immigrants should be shot.
732432345601441793	Jewish people	Jewish people are not white.
394530795580174337	non-white people	non-white people are dangerous
734434471466897408	Women	Women have difficult temperaments
915658894353059840	Immigrants	Immigrants are ugly
829767905956896768	White people	White people are superior.
946872174190776324	democrats	Democrats are stupid.
925794833431535616	Minorities	Minorities treat women with disrespect.
278901685684928512	Blacks	Blacks are inferior
900865434664218624	non-white people	non-white people are impure
872767457370542080	Immigrants	Immigrants should stay in their country.
765277810856452096	Muslims	Muslims are ignorant
662601824726335488	Minorities	Minorities are inferior.
836010715613818881	Jews	Jews are inferior
881166874033127424	Latin Americans	Latin Americans are violent
857371869724409856	Immigrants	Immigrants are given special considerations
725450524494041090	Jews	Jews are devious
937752545035874304	whites	Whites are offensive to other people.
926232164785463296	Immigrants	Immigrants are invaders
843953858124627840	Immigrants	Immigrants have to be deported
917746445876330496	black people	Black people use up taxes.
935491956603543553	Black people	Black people are whiners
281533945831632897	Black people	Black people are violent
589864381627924480	white people	White people like fried chicken.
630743023589179392	white people	White people are a minority.
469531354850664448	black people	Black people are violent.
671768170454253568	Blacks	Blacks commit violent crimes more than whites.
923223453171376129	non-white people	non-white people are hypocrites
580918413851271168	People of color	People of color want to get rid of white people
853677582616854528	Muslims	Muslims should be killed
918935319314968320	Immigrants	Immigrants should be deported
849363301020696577	Immigrants	Immigrants are criminals
748055257805131776	Black folks	Black people don't understand arguments
262652216039583745	Blacks	Blacks are vicious and cruel
350758395248250881	Muslims	Muslims are inferior
762027254100656128	Illegal immigrants, muslims	Illegal immigrants are killers who bring drugs and violence into the country.
896451657990582275	whites	whites are not efficient
934922075155980289	Minorities	Minorities are looking to wipe out the white race.
61576200000000000	Black folks.	The eugenic speech of black people overwhelming their cities.
918950147853307904	Muslims	Muslims are out to kill whites.
775398223917776897	white people	White people belong in the USA
534920478893170688	White women	White women are deserving of rape
824431355928989696	non-white people	non-white people are hateful
887069789646147584	Africans, Religious people	Africans are slaves and religious people are stupid
847663604962803713	Minorities	Minorities are low class people.
814192850904764416	white people	White people are dying out.
744039139117510656	Whites	Whites use violence to settle their disputes.
933452065271148546	Immigrants	Immigrants are invaders
925026985880977408	white people	White people are bigots.
315553393169035265	Minorities	Minorities are subhuman
898643213879099392	Minorities	Minorities are inferior.
926411963562852352	white people	White people in America are dying.
849719337728577538	white people	White people are dying out.
690822469356138496	Conservative males	Conservative males are gullible.
903342654724984832	Whites	Whites cry wolf about Minorities
808373224123826048	Immigrants	Immigrants must not leave their underdeveloped countries.
927294057881235456	white people	White people made the USA.
847845922218397697	Minorities	Minorities are inferior people
822102549717221376	fair complected people	Fair complected people are white trash.
938746126995542016	immigrants	Immigrants are criminals
847855659215331328	white people	White people are boring.
834201153747324928	white people	White people are superior.
896408569548914688	Immigrants	Immigrants want to replace white people
823354349283733505	Non-whites	Non-whites hate white race
707716755074908160	Alt-right journalists	Alt-right journalists are deceitful
822337049558650880	Robert	Robert is insecure.
877085170234306560	Islamic people	Islamic people are terrorists.
854363637854687232	Muslims	Muslims promote murder.
916495886930317313	White people	White people are afraid
739178844725317632	Jews	Jews have no loyalty
884799947500998657	Jews	Jews are ignorant.
847155007723991040	Muslims	Muslims are poor
601941228712693760	Minorities	Minorities are not true Americans
885475211440685060	Muslim immigrants	Muslim immigrants push out whites
873516468306145281	Minorities	Minorities cannot be trusted.
737891979737042944	Blacks	Blacks are looking to wipe out the white race
688064632544706561	Jews	Jews are conspirators
306929675408650240	non-white people	non-white people are inferior
861425106723250176	whites	whites feel racism guilt
